,Unnamed: 0.1,Unnamed: 0,date,hosts,id,length,start,end,title,summary,keywords,date_time_start,date_time_end,content_id,fragment
2525,2525,2525,2020-06-26,"['Hilbrand, Sophie', 'Logtenberg, Hugo']",OP1__________-WON02131846_01_segment,00:13:35,22:25:00,22:38:36,Minister Cora van Nieuwenhuizen (Infrastructure) on the support package of 3.4 billion euros for KLM,"Minister Cora van Nieuwenhuizen (Infrastructure and Water Management) is a guest to talk about the support package of 3.4 billion euros for KLM. With this package, the airline must survive the corona crisis. At Op1, the minister looks back on the negotiations – which lasted two months – and talks about the conditions attached to the support. Are the conditions harsh enough?","['enough', 'coronacrisis', 'airline']",2020-06-26 22:25:00,2020-06-26 22:38:36,WON02131846,1
2526,2526,2526,2020-06-26,"['Hilbrand, Sophie', 'Logtenberg, Hugo']",OP1__________-WON02131846_02_segment,00:12:47,22:38:36,22:51:23,Rubens Grouwels was shot in the arm by police because he was mistaken for someone else,"On King's Night last year, Rubens Grouwels' life changed drastically. He is mistaken for a terrorist and is arrested by a special police team. He had no idea why and turned out to be innocent. He did not resist during the arrest, but he was still shot in the arm.","['Why', ""King's Night"", 'police team']",2020-06-26 22:38:36,2020-06-26 22:51:23,WON02131846,2
2527,2527,2527,2020-06-26,"['Hilbrand, Sophie', 'Logtenberg, Hugo']",OP1__________-WON02131846_03_segment,00:12:37,22:51:24,23:04:01,Orange international Vivianne Miedema is ambassador for War Child,"Of course, we mainly know football international Vivianne Miedema as the much-scoring striker of Orange and Arsenal, but now she also gets a special role, because she now also shines alongside international stars such as Amanda Seyfried and Elisabeth Moss as ambassador of War Child.","['a lot', 'elisabeth', 'football international']",2020-06-26 22:51:24,2020-06-26 23:04:01,WON02131846,3
2528,2528,2528,2020-06-26,"['Hilbrand, Sophie', 'Logtenberg, Hugo']",OP1__________-WON02131846_04_segment,00:10:24,23:08:39,23:19:03,Roué Verveer about his Covid Comedy Show,"While half of the Netherlands sat still during the corona crisis, comedian Roué Verveer has never been so busy. From helping Suriname with food packages, to a special Covid Comedy Show in Surinamese. He also has grand plans for the summer on a small scale. Tonight he tells all about it in Op1.","['half', 'plan', 'food packages']",2020-06-26 23:08:39,2020-06-26 23:19:03,WON02131846,4
2529,2529,2529,2020-06-26,"['Hilbrand, Sophie', 'Logtenberg, Hugo']",OP1__________-WON02131846_05_segment,00:11:38,23:19:03,23:30:42,Sanne Wallis de Vries and Paul de Munnik about the action 'Save the small theaters',"On Monday, the House of Representatives will debate corona and the cultural sector. That is why Sanne Wallis de Vries, together with many comedian colleagues, is going on the virtual barricade to save the small theaters. One of those colleagues is Paul de Munnik. Together they are at Op1 to tell more about it and Paul also plays music.","['Monday', 'cultural', 'paul']",2020-06-26 23:19:03,2020-06-26 23:30:42,WON02131846,5
2530,2530,2530,2021-07-26,"['Gibbs, Natasja', 'Dijkstra, Erik']",OP1__________-WON02243770_01_segment,00:15:56,22:27:37,22:43:34,"Frank Oostdam, Ab Osterhaus and Annette Birschel about the decision to make traveling within the EU easier","All EU countries will turn green or yellow for Dutch tourists from Tuesday. This makes it easier to travel within Europe. Travel industry chairman Frank Oostdam is happy with the cabinet's decision, while virologist Ab Osterhaus and German journalist Annette Birschel are suspicious of the possible consequences. At Op1 we discuss the new corona rules for holidaymakers and why the eastern neighbors seem to be doing so much better.","['journalist', 'easier', 'corona rules']",2021-07-26 22:27:37,2021-07-26 22:43:34,WON02243770,1
2531,2531,2531,2021-07-26,"['Gibbs, Natasja', 'Dijkstra, Erik']",OP1__________-WON02243770_02_segment,00:15:45,22:44:03,22:59:49,"Suse van Kleef, Ronald Florijn and Cor van der Geest about their achievements at the Olympic Games","Miscommunications, corona infections and favorites that don't give home. So far it has not been the glorious Olympic Games that TeamNL had hoped for. What is going wrong with the Dutch athletes in Tokyo? RadiOlympia presenter Suse van Kleef, rowing coach Ronald Florijn and judo coach Cor van der Geest watch the thunderclouds hanging over our team with their buttocks squeezed.","['what', 'coronabesmettingen', 'judocoach']",2021-07-26 22:44:03,2021-07-26 22:59:49,WON02243770,2
2532,2532,2532,2021-07-26,"['Gibbs, Natasja', 'Dijkstra, Erik']",OP1__________-WON02243770_03_segment,00:15:24,22:59:49,23:15:10,Quinsy Gario was expelled from BIJ1 by the party board last week,"Last Monday, the well-known activist Quinsy Gario, number 2 on the candidate list of BIJ1, was expelled from the party. The issue is deeply divisive. According to the party board, Gario is guilty of transgressive behavior, but his supporters accuse the board of racism and a ""colonial take over"".","['Monday', 'list of candidates', 'behaviour']",2021-07-26 22:59:49,2021-07-26 23:15:10,WON02243770,3
2533,2533,2533,2022-07-26,"['Sijtsma, Welmoed', 'Kelder, Jort']",OP1__________-WON02333091_01_segment,00:10:31,23:12:52,23:23:23,"Op1 - The opening of Tuesday, July 26",The guests at the table discuss their news of the day.,"['guests', 'table', 'news']",2022-07-26 23:12:52,2022-07-26 23:23:23,WON02333091,1
2534,2534,2534,2022-07-26,"['Sijtsma, Welmoed', 'Kelder, Jort']",OP1__________-WON02333091_02_segment,00:11:56,23:23:22,23:35:19,Roland van Kessel and Theo Weterings about the asylum crisis,"To relieve Ter Apel, the cabinet is considering opening a second application center for asylum seekers in a former barracks in Budel. But mayor Roland van Kessel is not waiting for that. His colleague Theo Weterings van Tilburg was involved in an advice to the cabinet to prevent the current asylum crisis, which was almost completely ignored. The mayors no longer want to pay for the crisis that they believe the cabinet caused itself. Tonight they join Op1.","['nothing', 'registration center', 'mayors']",2022-07-26 23:23:22,2022-07-26 23:35:19,WON02333091,2
2535,2535,2535,2022-07-26,"['Sijtsma, Welmoed', 'Kelder, Jort']",OP1__________-WON02333091_03_segment,00:10:25,23:35:19,23:45:45,Roland Kupers about the reduction in gas consumption by the EU member states,"The 27 EU member states want to use 15 percent less gas from August to April. A step that is too small, says Roland Kupers. Because according to the climate adviser of the United Nations, the gas tap in Groningen should still be open with this plan on the table in order to achieve the climate goals and reduce dependence on Russia.","['open', 'fifteen', 'climate goals']",2022-07-26 23:35:19,2022-07-26 23:45:45,WON02333091,3
2536,2536,2536,2022-07-26,"['Sijtsma, Welmoed', 'Kelder, Jort']",OP1__________-WON02333091_04_segment,00:08:41,23:46:10,23:54:51,Andro Vos about his fight against poaching in South Africa,"After working for years at the Dutch Forensic Investigation Service, Andro Vos resigned after his visit to South Africa. He now wants to help rangers in their fight against poachers by using his forensic knowledge to combat poaching. Tonight he is a guest at Op1.","['years', 'Africa', 'investigative service']",2022-07-26 23:46:10,2022-07-26 23:54:51,WON02333091,4
2537,2537,2537,2022-07-26,"['Sijtsma, Welmoed', 'Kelder, Jort']",OP1__________-WON02333091_05_segment,00:13:04,23:54:51,00:07:53,"Annette de Mol van Otterloo, Nienke's Gravemade and Arthur Umbgrove about cultural change within the corps","A large group of female members is completely fed up with the sexism within the Amsterdam student body. The corps itself is also having research carried out into the misogynistic speeches during the celebration of the lustrum. How can a culture change be achieved? We discuss this in Op1 with former corps members Annette de Mol van Otterloo, Nienke's Gravemade and Arthur Umbgrove.","['inside', 'amsterdam', 'culture change']",2022-07-26 23:54:51,2022-07-26 00:07:53,WON02333091,5
2538,2538,2538,2020-08-26,"['Napel, Carrie ten', 'Groenhuijsen, Charles']",OP1__________-WON02149645_01_segment,00:15:37,22:27:19,22:42:57,GGD director Sjaak de Gouw about the test capacity at Schiphol and general test readiness,"Four high-risk flights from Spain will land at Schiphol tonight, but the corona test street will already be closed at 6 p.m. The House of Representatives wants expansion? The question to director of public health at the GGD Sjaak de Gouw is whether that will work. This week, the GGD called for you to only have yourself tested for corona if you actually have complaints. Too many people report without any problems, which causes the test street to become overloaded. This while a month ago the willingness to test was still very low; half of the tests were then not used.","['eighteen', 'risk flights', 'coronateststraat']",2020-08-26 22:27:19,2020-08-26 22:42:57,WON02149645,1
2539,2539,2539,2020-08-26,"['Napel, Carrie ten', 'Groenhuijsen, Charles']",OP1__________-WON02149645_02_segment,00:11:26,22:42:57,22:54:23,GroenLinks leader Jesse Klaver wants to meet everyone who is in financial difficulties due to the corona crisis with 'crisis income',"Outlines of the new support package with which the government wants to guide the business community through the crisis leaked today. Martin Visser and Jesse Klaver about the cabinet plans, and about GroenLinks' proposal to introduce a 'crisis income' for people who have lost their job due to corona.","['business', 'proposal', 'greenleft']",2020-08-26 22:42:57,2020-08-26 22:54:23,WON02149645,2
2540,2540,2540,2020-08-26,"['Napel, Carrie ten', 'Groenhuijsen, Charles']",OP1__________-WON02149645_03_segment,00:08:52,22:54:23,23:03:16,"Edwin Winkels about the chaos at FC Barcelona: Messi wants to leave, just now that Ronald Koeman has taken office","FC Barcelona confirmed on Wednesday that Lionel Messi wants to leave after almost twenty years, but the Catalan club hopes to keep the star player. And this just now that Ronald Koeman has taken up his position as trainer. Spain correspondent Edwin Winkels talks about it at Op1.","['confirmed', 'catalan', 'twenty']",2020-08-26 22:54:23,2020-08-26 23:03:16,WON02149645,3
2541,2541,2541,2020-08-26,"['Napel, Carrie ten', 'Groenhuijsen, Charles']",OP1__________-WON02149645_04_segment,00:09:11,23:07:35,23:16:47,Sergio Vyent and Victor Abeln about the new season of First Dates and corona proof dating,"Host Sergio and bartender Victor's First Dates restaurant will open its doors on August 31, with the necessary adjustments to be able to date corona-proof. Also this season, the viewer can enjoy touching, romantic, awkward and hilarious dates. The most diverse candidates of all ages and sexual preferences pass by. Bryan Parmo and Daniella de Campos are participating, with Sergio and Victor they are guests at Op1.","['thirty-one', 'romantic', 'adjustments']",2020-08-26 23:07:35,2020-08-26 23:16:47,WON02149645,4
2542,2542,2542,2020-08-26,"['Napel, Carrie ten', 'Groenhuijsen, Charles']",OP1__________-WON02149645_05_segment,00:11:26,23:16:47,23:28:13,mr. Frank Visser and new TV judge Reinier Groos about the SBS program 'Wordt u alread?',"As a Riding Judge, he spent years dealing with sometimes the most absurd neighbor quarrels and everyday conflicts. mr. Frank Visser is a man with a mission: to assist ordinary citizens in conflicts. He also does this in his new SBS program: 'Are you already being helped?' Visser is a guest at Op1 about this, with the new TV judge Reinier Groos!","['everyday', 'absurd', 'program']",2020-08-26 23:16:47,2020-08-26 23:28:13,WON02149645,5
2543,2543,2543,2021-08-26,"['Napel, Carrie ten', 'Groenhuijsen, Charles']",OP1__________-WON02250084_01_segment,00:13:31,22:32:19,22:45:50,"Hans Jaap Melissen, Kati Piri and Han ten Broeke about the situation in Afghanistan","Multiple explosions and at least 13 dead in attacks around Kabul airport. Earlier, the Dutch government decided to stop evacuating people from the Afghan capital because of the threat. The last plane with, among others, soldiers and embassy personnel has left, but there are still Dutch people left behind in Afghanistan. What now? At Op1, war reporter Hans Jaap Melissen has the latest news and Kati Piri and Han ten Broeke explain why the Netherlands has fallen short.","['thirteen', 'airport', 'war reporter']",2021-08-26 22:32:19,2021-08-26 22:45:50,WON02250084,1
2544,2544,2544,2021-08-26,"['Napel, Carrie ten', 'Groenhuijsen, Charles']",OP1__________-WON02250084_02_segment,00:07:56,22:45:56,22:53:53,Jaap Bonjer about the enormous shortage of nurses,"The catch-up of deferred care is not progressing as quickly as it should. So Jaap Bonjer, chairman of the Dutch Society for Surgery, sounds the alarm. There is a huge shortage of nurses and at the same time the ICUs and nursing wards in the hospitals continue to fill up with new corona patients. That is why the more than 140,000 postponed operations are being caught up and some are only postponed further. At Op1, Bonjer explains how this healthcare crisis should be solved.","['zero', 'alarm', 'corona patients']",2021-08-26 22:45:56,2021-08-26 22:53:53,WON02250084,2
